C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_251.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_251.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_251.jpg, 0, 0, 0, 8.114086E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_356.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_356.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_356.jpg, 0, 0, 0, 7.775339E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_463.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_463.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_463.jpg, 0, 0, 0, 8.000462E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_566.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_566.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_566.jpg, 0, 0, 0, 7.803534E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_669.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_669.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_669.jpg, 0, 0, 0, 8.19667E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_771.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_771.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_771.jpg, 0, 0, 0, 7.788216E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_877.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_877.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_877.jpg, 0, 0, 0, 8.094445E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_24_979.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_24_979.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_24_979.jpg, 0, 0, 0, 7.907553E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_25_083.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_25_083.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_25_083.jpg, 0, 0, 0, 7.821304E-05
C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\center_2019_04_02_21_42_25_188.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\left_2019_04_02_21_42_25_188.jpg, C:\Users\Admin\Desktop\CAPSTONE\simulator-windows-64\Data\IMG\right_2019_04_02_21_42_25_188.jpg, 0, 0, 0, 7.828988E-05
